2018-05-12,24.6,12.9,73,薄曇時々晴,2.8,1012.8
2018-05-13,21.4,14.6,85,曇後雨,3.4,1007.2
2018-05-14,28.6,15.2,,晴一時曇,2.9,1003.3
2018-05-15,28.4,14.8,57,快晴,3.6,1009.2
2018-05-16,29,18.8,59,薄曇時々晴,4.3,1008.2
2018-05-17,28.4,21.4,71,曇,3.7,1003.9
2018-05-18,27.1,20,82,晴時々曇,3,1002.4
2018-05-19,26.3,15.3,70,曇時々晴,3.9,1000.4
2018-05-20,22.1,13.1,51,晴,3.5,1015.3
2018-05-21,27.2,13.7,48,薄曇,2.4,1017
2018-05-22,27.3,15,55,快晴,3.1,1015.6
2018-05-23,22,17,85,曇後雨,2.3,1007.4
2018-05-24,25.7,16.1,82,晴時々曇,2.8,1001.6
2018-05-25,27.1,18.7,72,薄曇一時晴,3.7,1003.8
2018-05-26,25.2,18,63,薄曇,2.7,1006.6
2018-05-27,26.9,16.2,72,晴一時薄曇,2.9,1008.1
2018-05-28,26,18.8,76,曇,2.5,1010.4
2018-05-29,27.6,19.3,73,曇,3.2,1012.2
2018-05-30,25,17.4,86,曇後雨,2.6,1010.7
2018-05-31,22,16.5,87,曇後時々雨,2.4,1003.5
2018-06-01,27.5,17.3,57,晴,3.4,1007.5
2018-06-02,27.2,16.9,65,晴,2.4,1013
2018-06-03,28.6,17.3,68,晴,2.8,1013.9
2018-06-04,29.1,18.5,64,晴,2.8,1012.8
2018-06-05,28.3,18.2,69,曇一時晴,2.3,1011.8
2018-06-06,22.8,18.3,92,雨,1.7,1010.3
2018-06-07,27.3,18.2,81,曇後晴,2.6,1010.3
2018-06-08,27.5,19.3,79,曇時々晴,4,1005.1
2018-06-09,32,21.2,74,薄曇一時晴,2.7,1001.2
2018-06-10,22,18.6,91,雨一時曇,3,1006.8
2018-06-11,19.9,18.1,99,雨,2.9,994.7
2018-06-12,26.4,17.8,91,曇,2.2,993
2018-06-13,27,18.3,77,曇一時晴,2.7,1000.2
2018-06-14,25.2,18.6,72,曇,3.4,1007.2
2018-06-15,20,15.4,93,雨一時曇,3.2,1006.7
2018-06-16,18.4,14.2,86,曇一時雨,2.8,1010.4
2018-06-17,22.5,15.1,77,曇,2.3,1013.2
